HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
sijati	_	sejati	0	0	0	0	0	0	0	0	0	0
toplice, lje?ilište	spa, kuuroord	zdraviliš?e, spa, wellness	1	0	0	1	0	0	1	0	1	1
prostor, svemir	_	prostor	0	0	0	0	0	0	0	0	0	0
prostran	ruim	prostoren	1	0	0	0	0	0	0	0	0	0
pik, lopata	_	lopata, pik	0	0	0	0	0	0	0	0	0	0
raspon	_	razpon	0	0	0	0	0	0	0	0	0	0
španijel	spaniel	španjel	1	0	0	0	0	0	1	0	0	1
pljuska	billenkoek, pak slaag geven	našeškanje, šeškati	0	1	1	0	0	1	0	1	0	0
pljuskanje	billenkoek geven, pak slaag geven	šeškanje	0	0	1	0	0	0	0	0	0	0
greda	_	jadrnik, drog, deblo, pri?kati	0	0	0	0	0	0	0	0	0	0
rezervni	_	prizanesti, dodaten	0	0	0	0	0	0	0	0	0	0
štedljivo	_	var?en, skromen	0	0	0	0	0	0	0	0	0	0
iskra	_	iskra	0	0	0	0	0	0	0	0	0	0
živost, blistanje	fonkelen, bruisen, fonkeling	bleš?ati	1	0	0	1	0	0	1	0	1	0
trening	_	bojevanje	0	0	0	0	0	0	0	0	0	0
rijedak	_	redek, raztresen	0	0	0	0	0	0	0	0	0	0
gr?	spasme	kr?	0	1	0	0	0	1	0	0	0	0
sva?a	kletteren, geklater	pri?kanje, prepir	0	1	1	0	0	0	0	0	0	0
lopatica	_	lopatica	0	0	0	0	0	0	0	0	0	0
leglo	_	odložiti, leglo	0	0	0	0	0	0	0	0	0	0
zvu?nik, govornik	_	govornik, zvo?nik	0	0	0	0	0	0	0	0	0	0
govor	_	govorjenje, govor, govore?	0	0	0	0	0	0	0	0	0	0
koplje, nabosti	speer	kopje, nabosti	0	1	1	1	0	1	0	0	0	0
poseban	speciaal	poseben	1	0	0	0	0	0	1	0	0	0
specijalist, stru?njak	specialist	specialist	0	0	0	0	0	0	0	0	0	1
specijalitet	_	specialiteta, odlika	0	0	0	0	0	0	0	0	0	0
specijalizirati se	specialiseren	specializirati se	0	0	0	0	0	0	0	0	0	1
posebno	_	poseben	0	0	0	0	0	0	0	0	0	0
novac	soort	isti	1	0	0	0	0	0	0	0	0	0
vrsta	_	vrsta	0	0	0	0	0	0	0	0	0	0
specifi?an	_	specifi?en	0	0	0	0	0	0	0	0	0	0
specifikacija	_	specifikacija	0	0	0	0	0	0	0	0	0	0
primjerak, uzorak	_	vzorec	0	0	0	0	0	0	0	0	0	0
mrljica	vlek	madež	0	1	0	0	1	0	0	0	0	0
pjegav	_	pikast, pegast, lisast	0	0	0	0	0	0	0	0	0	0
nao?ale	_	podatki, o?ala	0	0	0	0	0	0	0	0	0	0
spektakl	spectakel	spektakel	1	1	0	0	0	0	0	0	0	0
nao?ale	_	o?ala	0	0	0	0	0	0	0	0	0	0
spektakularan	spectaculair	spektakularen	0	0	0	1	0	0	0	0	1	0
gledatelj	_	gledalec	0	0	0	0	0	0	0	0	0	0
utvara	spook	prikazen, pošast	0	1	0	0	0	1	0	1	0	0
sablastan	spectraal	pošasten	0	1	0	0	0	0	0	0	0	0
spektrometar	_	spektrometer	0	0	0	0	0	0	0	0	0	0
spektrofotometar	_	spektrofotometer	0	0	0	0	0	0	0	0	0	0
spektroskopija	_	spektroskopija	0	0	0	0	0	0	0	0	0	0
spektar	_	spekter	0	0	0	0	0	0	0	0	0	0
naga?ati	_	špekulirati	0	0	0	0	0	0	0	0	0	0
špekulacija, naga?anje	speculatie	špekulacija	0	1	0	0	0	1	0	1	0	0
spekulativan	speculatieve	špekulativen	0	0	0	1	0	0	0	0	0	0
ogledalo, zrcalo	_	zrcalo	0	0	0	0	0	0	0	0	0	0
govor	toespraak, spraak	govor	1	0	0	0	0	0	0	0	0	0
bez rije?i	_	brez besed	0	0	0	0	0	0	0	0	0	0
brzina	_	hitrost	0	0	0	0	0	0	0	0	0	0
brzo	_	hitro	0	0	0	0	0	0	0	0	0	0
brzinomjer	_	merilnik hitrosti	0	0	0	0	0	0	0	0	0	0
autocesta	_	hitra cesta	0	0	0	0	0	0	0	0	0	0
hitar	snel	hiter	1	0	0	0	0	0	0	0	0	0
za?aran	_	uro?en, za?aran	0	0	0	0	0	0	0	0	0	0
pravopis	spelling	?rkovanje	1	0	0	0	0	0	0	0	0	0
jedro	_	spencer	0	0	0	0	0	0	0	0	0	0
trošiti	_	porabiti, potrositi	0	0	0	0	0	0	0	0	0	0
potrošen	doorgebracht, besteed	izžet	0	1	0	0	0	0	0	0	0	0
spermij	_	sperma	0	0	0	0	0	0	0	0	0	0
bljuvanje, izbljuvati, pljuvati, povra?ati, ispljunuti, rigati, povratiti	spuwen	pljuvati	0	0	0	0	1	0	0	0	0	0
sfera	_	krogla	0	0	0	0	0	0	0	0	0	0
sferni	_	sferi?en, okrogel	0	0	0	0	0	0	0	0	0	0
sfinga	_	sfinga	0	0	0	0	0	0	0	0	0	0
draž	kruid	za?imba	1	0	0	0	0	0	0	0	0	0
za?injen	_	za?injen	0	0	0	0	0	0	0	0	0	0
pauk	spin	pajek	0	0	0	0	1	1	0	0	0	0
slavina	_	?ep	0	0	0	0	0	0	0	0	0	0
šiljak	pin, stekel	konica	0	0	0	0	0	1	0	0	0	0
šiljat	_	koni?ast	0	0	0	0	0	0	0	0	0	0
šiljat	_	trnast, špi?ast	0	0	0	0	0	0	0	0	0	0
prosuti	_	izliv	0	0	0	0	0	0	0	0	0	0
zavrtiti	_	vrtenje, vrteti	0	0	0	0	0	0	0	0	0	0
spinalni, ki?meni	_	hrbteni?en	0	0	0	0	0	0	0	0	0	0
vreteno	_	vreteno	0	0	0	0	0	0	0	0	0	0
ki?ma, kralježnica	ruggengraat, wervelkolom	hrbtenica	1	1	1	0	0	0	0	0	0	0
predenje	_	razpadanje	0	0	0	0	0	0	0	0	0	0
usidjelica	oude vrijster, vrijster	stara devica	0	1	0	0	0	1	0	1	0	0
bodljikav	_	bodi?ast, zapleten	0	0	0	0	0	0	0	0	0	0
spirala, spiralan	_	spirala, spiralen	0	0	0	0	0	0	0	0	0	0
toranj, zvonik	_	zvonik	0	0	0	0	0	0	0	0	0	0
duša	geest	duh	1	0	0	0	0	0	0	0	0	0
duhovi	spiritualiën	žgana pija?a, alkohol	1	0	0	1	0	0	1	0	1	0
duhovni	_	duhoven	0	0	0	0	0	0	0	0	0	0
duhovnost	_	duhovnost	0	0	0	0	0	0	0	0	0	0
pljunuti	spuw, spuwen	pljuvati, plunek	0	0	0	0	1	0	0	0	0	0
inat	wrok	hudobija	0	1	1	0	0	0	0	0	0	0
pakostan, zlurad, inatljiv	hatelijk	zloben	0	1	1	0	0	0	0	0	0	0
poprskati	plons, plonzen	?ofotanje	0	0	0	0	0	0	0	0	1	0
slezena	_	vranica, žol?	0	0	0	0	0	0	0	0	0	0
sjajan, odli?an, izvrstan	geweldig, uitstekend	?udovit	1	0	0	0	0	0	1	0	1	0
sjaj	pracht	sijaj	1	0	0	1	0	0	1	0	1	0
spoj, spojiti	_	spojiti, spoj	0	0	0	0	0	0	0	0	0	0
klin	_	zlepek	0	0	0	0	0	0	0	0	0	0
šina	_	opornica, šiba	0	0	0	0	0	0	0	0	0	0
špranja	splinter	drobec, drobiti se	0	1	0	0	0	0	0	0	0	0
raskol, raskoliti, prekid, prekinuti	spleet, split, spagaat, splijten, verdelen, delen	lo?itev, razdeliti	0	1	0	0	0	0	0	0	0	0
cijepanje	splitsing	cepitev	0	1	0	0	0	0	0	1	0	0
provala	_	zapraviti, razsipati	0	0	0	0	0	0	0	0	0	0
pokvariti, razmaziti	bederven, verwennen	razvaditi	0	1	0	0	1	0	0	0	0	0
spojler	spoiler	spojler	0	1	0	0	0	0	0	1	0	0
kvarenje	_	razvajanje	0	0	0	0	0	0	0	0	0	0
žbica	spaak	napera	0	1	0	0	0	0	0	0	0	0
govorni	_	govorjen	0	0	0	0	0	0	0	0	0	0
govornik	woordvoerder	govornik, predstavnik	0	0	0	0	0	0	0	0	0	1
izmusti	spons	parazit, pijavka	0	1	0	0	0	0	0	0	0	0
spužvast	_	gobast	0	0	0	0	0	0	0	0	0	0
pokrovitelj	sponsor	sponzor	1	0	0	0	0	0	0	0	0	1
pokroviteljstvo	_	sponzorstvo	0	0	0	0	0	0	0	0	0	0
parodija	_	parodija, potegavš?ina, nor?evati	0	0	0	0	0	0	0	0	0	0
prestrašiti, sablast	schrikken, laten schrikken	prestrašiti	0	1	0	0	0	1	0	0	0	0
žlica	_	žlica	0	0	0	0	0	0	0	0	0	0
žlica	_	žlica	0	0	0	0	0	0	0	0	0	0
sporadi?an	_	sporadi?en	0	0	0	0	0	0	0	0	0	0
spora	_	spora, tros	0	0	0	0	0	0	0	0	0	0
sport	_	šport	0	0	0	0	0	0	0	0	0	0
sportski	_	športen	0	0	0	0	0	0	0	0	0	0
sport	_	šport	0	0	0	0	0	0	0	0	0	0
sportaš	_	športnik	0	0	0	0	0	0	0	0	0	0
mjesto, to?ka, primijetiti	_	madež, pika, prostor, opaziti	0	0	0	0	0	0	0	0	0	0
besprijekoran	vlekkeloos	brezmadežen	1	0	0	0	0	0	0	0	0	1
to?kast	_	opažen	0	0	0	0	0	0	0	0	0	0
pjegav	_	mozoljast	0	0	0	0	0	0	0	0	0	0
bra?ni	_	poro?en	0	0	0	0	0	0	0	0	0	0
suprug	echtgenoot, vriend, vriendin	soprog	1	0	0	0	0	0	1	0	0	1
grli?	_	šoba, drdrati	0	0	0	0	0	0	0	0	0	0
uganuti, uganu?e, iš?ašiti	verstuiking	zviti, zvin	0	1	0	0	0	0	0	1	0	0
širenje	_	širjenje	0	0	0	0	0	0	0	0	0	0
sprej, prskati, prskanje	_	pršenje, sprej	0	0	0	0	0	0	0	0	0	0
širenje	_	širjenje	0	0	0	0	0	0	0	0	0	0
pijanka	bui	izbruh	0	1	0	0	0	0	0	0	0	0
prskanje	_	š?epec, peš?ica	0	0	0	0	0	0	0	0	0	0
prikaza	geest, ziel	vilinec	0	1	0	0	0	1	0	0	0	0
izboj, mladica	_	poganjek, brsti?ni ohrovt	0	0	0	0	0	0	0	0	0	0
dotjerati	net, netjes	smreka, urejen	1	0	0	0	0	0	0	0	0	0
mamuza	aansporen, aansporing, prikkel, prikkelen, spoor	ostroga	0	0	0	0	0	1	0	0	0	0
lažan, patvoren, podmetnut	onecht, onjuist	hlinjen, ponarejen	0	1	0	0	1	0	0	0	0	0
ponesen	_	spodoben, stimuliran	0	0	0	0	0	0	0	0	0	0
špricati	_	brizg, curek, brizgniti	0	0	0	0	0	0	0	0	0	0
špijun, špijunirati	_	vohun	0	0	0	0	0	0	0	0	0	0
odred, grupa, ekipa	_	ekipa	0	0	0	0	0	0	0	0	0	0
eskadrila	_	eskadrilja	0	0	0	0	0	0	0	0	0	0
vrištati	huilbui, huilen, roepen, tieren	naliv, kri?ati	0	1	0	0	0	1	0	1	0	0
rožnat	_	luskast	0	0	0	0	0	0	0	0	0	0
kvadrat	_	kvadrat	0	0	0	0	0	0	0	0	0	0
?u?anj	_	po?ep, po?epniti, ?epenje	0	0	0	0	0	0	0	0	0	0
skitnica, besku?nik	kraker	zasednik	0	1	0	0	0	0	0	0	0	0
škripanje	_	škripanje, škripati	0	0	0	0	0	0	0	0	0	0
skvi?ati	_	krik, cviljenje, vreš?ati	0	0	0	0	0	0	0	0	0	0
gadljiv	preuts, kleinzerig	ob?utljivega želodca	0	1	0	0	1	1	0	0	0	0
iscijediti	_	iztisniti	0	0	0	0	0	0	0	0	0	0
cije?enje	_	stiskanje	0	0	0	0	0	0	0	0	0	0
zatrti	verpletteren	zatreti,  cmokanje	0	1	1	0	1	0	0	0	0	0
škiljiti	_	pripeti, škilavost	0	0	0	0	0	0	0	0	0	0
vlastelin, štitonoša	_	posestnik, šef	0	0	0	0	0	0	0	0	0	0
gr?iti se, previjati se	kronkelen	gnusiti	0	1	0	0	1	0	0	0	0	0
vjeverica	_	veverica	0	0	0	0	0	0	0	0	0	0
špricati	_	škropiti, brizgati	0	0	0	0	0	0	0	0	0	0
ubosti, ubod	steken, steek	zabosti	0	1	1	0	0	1	0	1	1	0
stabilnost	_	stabilnost	0	0	0	0	0	0	0	0	0	0
stabilan	stabiel	stabilen	1	0	0	0	0	0	0	0	0	1
stakato, staccato	staccato	staccato, kratek, lo?en	1	0	0	0	0	0	0	0	0	0
stog	_	kopica, kup	0	0	0	0	0	0	0	0	0	0
osoblje	_	osebje	0	0	0	0	0	0	0	0	0	0
jelen	_	jelen	0	0	0	0	0	0	0	0	0	0
faza, pozornica	_	stopnja, staž	0	0	0	0	0	0	0	0	0	0
ljuljati se	wankelen	osupniti	0	0	0	0	0	0	0	0	1	0
klimav, kolebljiv, nepostojan	verbijsterend, verbluffend	nezanesljiv	0	1	0	0	0	0	0	0	0	0
ustajao	stilstaand, stagnerend	stoje?	0	1	0	0	0	0	0	1	0	0
stagnacija	_	stagnacija	0	0	0	0	0	0	0	0	0	0
staložen	_	umirjen, resen	0	0	0	0	0	0	0	0	0	0
mrlja, umrljati	vlek	popackati, packa	0	1	0	0	1	0	0	0	0	0
nehr?aju?i, besprijekoran	roestvrij	nerjave?, brezmadežen	1	0	0	0	0	0	0	0	0	0
stepenica, stuba	_	stopnice	0	0	0	0	0	0	0	0	0	0
stubište	_	stopniš?e	0	0	0	0	0	0	0	0	0	0
stepenište	_	stopniš?e	0	0	0	0	0	0	0	0	0	0
ulog, udio	_	delež, kol	0	0	0	0	0	0	0	0	0	0
ustajao	muf	star	0	1	0	0	0	0	0	0	0	0
pat	patstelling, impasse	pat, mrtva to?ka	0	0	1	0	1	0	0	0	0	0
uhoditi	stalken	zasledovati	0	1	0	0	0	1	0	0	0	0
kiosk, šator, štand	kraam	hlev	0	0	0	0	1	0	0	0	0	0
pastuh	hengst	žrebec	1	0	0	0	0	0	0	0	0	0
konjušnica	_	stojnica	0	0	0	0	0	0	0	0	0	0
pouzdan	stoer, loyaal, betrauwbaar	zvest, gore?	1	0	0	0	0	0	0	0	0	0
izdržljivost	uithoudingsvermogen	vzdržljivost	1	0	0	0	0	0	0	0	0	1
pe?at	_	žig, znamka	0	0	0	0	0	0	0	0	0	0
stajati, stalak	_	stojalo	0	0	0	0	0	0	0	0	0	0
norma	_	standard	0	0	0	0	0	0	0	0	0	0
normirati	_	standardizirati	0	0	0	0	0	0	0	0	0	0
ugled	staand	ugled, stoje?	1	0	0	0	0	0	0	0	0	0
zastoj	impasse, wedstrijd	mrtva to?ka, zastoj	0	1	1	0	0	1	0	0	0	0
stanovište	_	vidik, stališ?e	0	0	0	0	0	0	0	0	0	0
zastoj	blijf staan	mrtva to?ka	0	1	1	0	0	0	0	0	0	0
strofa, kitica	_	kitica	0	0	0	0	0	0	0	0	0	0
spajalica	_	sponka, skoba	0	0	0	0	0	0	0	0	0	0
zvijezda	ster	zvezda	1	0	0	1	0	0	1	0	0	1
desno	_	desno	0	0	0	0	0	0	0	0	0	0
škrob	_	škrob	0	0	0	0	0	0	0	0	0	0
gledati	_	pogled, strmenje, strmeti	0	0	0	0	0	0	0	0	0	0
buljenje, zurenje	staren	bleš?e?	0	1	0	0	0	0	0	0	0	0
surov, strog	schril, grimmig, verlaten	surov	0	1	0	0	0	0	0	0	0	1
zvjezdani	sterrenlicht	soj	1	0	0	0	0	0	0	0	0	0
zvjezdani	sterrenhemel, sterrendak	zvezdnat	1	0	0	1	0	0	1	0	0	0
zvijezde	_	zvezde	0	0	0	0	0	0	0	0	0	0
po?etak, po?eti	begin, beginnen, start, starten	za?etek, za?eti	0	0	0	1	0	0	0	0	0	0
uplašiti, preplašiti, prepasti, zaprepastiti	doen schrikken	prestrašiti	0	1	0	0	0	1	0	0	1	0
nagao	ontstellend	vznemirljiv	0	0	0	0	0	0	0	0	1	0
gladovanje	uithongering	stradanje, lakota	0	1	0	0	0	1	0	1	0	0
izgladnjen	uitgehongerd	izstradan	0	1	0	0	0	0	0	0	0	0
gladan	hongerig	sestradan	0	1	0	0	0	0	0	0	0	0
država, stanje	_	država	0	0	0	0	0	0	0	0	0	0
veli?anstven, dostojanstven	statig	slovesen	1	0	0	0	0	0	0	0	0	0
izjava	uitspraak	izjava	1	0	0	0	0	0	0	0	0	1
salon	_	dvorana	0	0	0	0	0	0	0	0	0	0
državnik	_	državnik	0	0	0	0	0	0	0	0	0	0
stati?ki	_	stati?en	0	0	0	0	0	0	0	0	0	0
statika	_	statika	0	0	0	0	0	0	0	0	0	0
stanica	_	postaja	0	0	0	0	0	0	0	0	0	0
nepokretan, nepomi?an	stationair, kantoorartikelen	mirujo?	0	1	0	0	0	0	0	0	0	0
pisa?i pribor	_	pisarniški material	0	0	0	0	0	0	0	0	0	0
statisti?ki	statistisch	statisti?en	0	0	0	0	0	0	0	0	0	1
statisti?ar	_	statistik	0	0	0	0	0	0	0	0	0	0
stator	_	stator	0	0	0	0	0	0	0	0	0	0
kiparski, kiparstvo	_	kiparstvo, kiparski	0	0	0	0	0	0	0	0	0	0
kip	standbeeld	kip	1	0	0	0	0	0	0	0	0	0
statueta	_	kipec, statueta	0	0	0	0	0	0	0	0	0	0
stas	_	rast, postava	0	0	0	0	0	0	0	0	0	0
zna?aj	staat	stanje, status	1	0	0	0	0	0	0	0	0	0
statut	_	statut	0	0	0	0	0	0	0	0	0	0
zakonski	_	zakonski	0	0	0	0	0	0	0	0	0	0
odan, postojan, pouzdan	trouw, betrouwbar	zvest	1	0	0	0	0	0	0	0	0	0
razbiti	notenbalk	razbiti	0	1	0	0	0	0	0	0	0	0
boravak, ostati	_	opora, ostati	0	0	0	0	0	0	0	0	0	0
ostao	_	zadrževan	0	0	0	0	0	0	0	0	0	0
boravak	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
mjesto	_	namesto	0	0	0	0	0	0	0	0	0	0
postojan	standvastig	neizprosen	1	0	0	0	0	0	0	0	0	1
stalan	stevig, kalm	stalen	0	0	0	0	0	0	0	0	1	1
ukrasti	stelen	krasti	0	1	1	0	0	1	0	1	0	0
kra?a	diefstal	tatvina, kraja	0	1	0	0	1	1	0	0	0	0
šuljanje	heimelijkheid, stiekemheid	prebrisanost	0	0	0	0	0	0	0	0	1	0
potajno	heimelijk	skriven	0	0	0	0	0	0	0	0	1	0
kradomice	heimelijk	skriven	0	1	0	1	0	1	0	0	1	0
parobrod	_	parnik	0	0	0	0	0	0	0	0	0	0
parobrod	_	parnik	0	0	0	0	0	0	0	0	0	0
parni valjak	_	valjar	0	0	0	0	0	0	0	0	0	0
parobrod	_	parnik	0	0	0	0	0	0	0	0	0	0
parni	_	paren	0	0	0	0	0	0	0	0	0	0
željezo	_	jeklo	0	0	0	0	0	0	0	0	0	0
strm	_	strm	0	0	0	0	0	0	0	0	0	0
zvonik	_	stolp	0	0	0	0	0	0	0	0	0	0
upravljati	_	vol, voziti	0	0	0	0	0	0	0	0	0	0
odli?an, sjajan	stellaire	zvezden, odli?en	1	0	0	0	0	0	0	0	0	0
stabljika	_	deblo, pecelj, steblo	0	0	0	0	0	0	0	0	0	0
smrad	_	smrad	0	0	0	0	0	0	0	0	0	0
matrica	_	šablona, matrica	0	0	0	0	0	0	0	0	0	0
korak	_	korak	0	0	0	0	0	0	0	0	0	0
stepa	_	stepa	0	0	0	0	0	0	0	0	0	0
koraci	_	stopinja, stopiti, iti	0	0	0	0	0	0	0	0	0	0
stereoskopski	_	stereoskopski	0	0	0	0	0	0	0	0	0	0
stereotip	stereotiep	stereotip	0	1	0	0	0	0	0	0	0	0
stereotipan	stereotiep	stereotipen	0	1	0	0	0	0	0	0	0	0
sterilan	steriel	sterilen	0	1	0	0	0	0	0	1	0	0
sterilnost	steriliteit	sterilnost	0	1	0	0	0	0	0	0	0	0
funta	voortreffelijk, uitmintend, uitstekend	funt šterling, šterling	1	1	1	1	0	0	1	0	0	1
strog, surov	streng, hard, onbuigzaam	oster	0	1	0	0	0	0	0	0	0	0
stetoskop	_	stetoskop	0	0	0	0	0	0	0	0	0	0
gulaš, varivo	_	obara	0	0	0	0	0	0	0	0	0	0
upravitelj	steward, opzichter	stevard	1	0	0	0	0	0	0	0	0	1
upravljanje, upraviteljstvo	_	upravljanje, vodenje, vodstvo	0	0	0	0	0	0	0	0	0	0
štap	_	palica, lepiti	0	0	0	0	0	0	0	0	0	0
lijepljenje	_	oprijemajo?, lepljenje	0	0	0	0	0	0	0	0	0	0
ljepljiv	kleverig	lepljiv	0	0	0	0	1	0	0	0	0	0
uko?en	stijf	trd	0	1	0	0	0	0	0	0	0	0
otvrdnuti	_	postati, otrpniti	0	0	0	0	0	0	0	0	0	0
uko?enost	stijfheid	togost	0	1	0	0	0	0	0	0	0	0
gušiti	verstikken	zadušiti	0	1	0	0	0	0	0	0	0	0
ugušen	verstikt	zadušen	0	1	1	0	0	1	0	1	0	0
zagušljiv	_	dušenje, davljenje	0	0	0	0	0	0	0	0	0	0
stigma	stigma	stigma	0	1	1	0	1	1	0	1	0	0
stepenica, stuba	_	stil	0	0	0	0	0	0	0	0	0	0
stilet	_	stilet, bodalo, salonarji	0	0	0	0	0	0	0	0	0	0
mrtvoro?en	doodgeboren	mrtvorojen	0	1	0	0	0	0	0	1	0	0
mirno?a	stilte, rust, kalmte	negibnost	1	0	0	0	0	1	0	1	0	0
štule	_	kol, pilot	0	0	0	0	0	0	0	0	0	0
stimulans	_	spodbuda, poživilo	0	0	0	0	0	0	0	0	0	0
stimulacija	_	stimulacija	0	0	0	0	0	0	0	0	0	0
stimulans	_	stimulus	0	0	0	0	0	0	0	0	0	0
ubosti	steek, steken	želo	0	1	1	0	0	1	0	0	0	0
žare?i, bockaju?i	stekend, pijnlijk	pikanje	0	1	0	0	0	0	0	0	0	0
škrt	gierig, zuinig	škrt, skopuh, skopuški	0	1	1	0	1	1	0	1	0	0
smrad, smrdjeti	stinken	smrad, smrdeti	0	1	0	0	1	0	0	0	0	0
smrdljiv	stinkend	smrdljiv	0	1	0	0	1	0	0	0	0	0
ograni?enje, ograni?iti, škrtariti	periode, klus	var?evati	0	1	0	0	0	1	0	1	0	0
utvrditi, ugovoriti	_	dolo?iti	0	0	0	0	0	0	0	0	0	0
odredba	_	klavzula	0	0	0	0	0	0	0	0	0	0
promiješati	_	mešanje	0	0	0	0	0	0	0	0	0	0
miješanje	_	mešanje	0	0	0	0	0	0	0	0	0	0
šav	_	šiv	0	0	0	0	0	0	0	0	0	0
zaliha	_	zaloga	0	0	0	0	0	0	0	0	0	0
broker	_	borzni posrednik	0	0	0	0	0	0	0	0	0	0
?arapa, nogavica	_	nogavice	0	0	0	0	0	0	0	0	0	0
dionice	aandelen	delnice	0	1	0	0	0	0	0	0	0	0
stola	_	štola	0	0	0	0	0	0	0	0	0	0
ukraden	gestolen	ukraden	0	1	1	0	0	0	0	0	0	0
trbuh	maag	želodec	0	0	0	0	1	0	0	0	0	0
kamen	steen, stenigen	kamen	0	1	1	0	0	0	0	0	0	0
napušen, drogiran	gestenigd	izkoriš?en	0	1	0	0	0	0	0	0	0	0
kamenina	_	kamenina	0	0	0	0	0	0	0	0	0	0
kamen	_	kamnit, hladen, brezizrazen	0	0	0	0	0	0	0	0	0	0
stolica	_	stol?ek, blato	0	0	0	0	0	0	0	0	0	0
izmet, drek, govno	ontlasting	iztrebki	0	1	0	0	1	0	0	0	0	0
prignuti se	_	grba, sklju?iti se	0	0	0	0	0	0	0	0	0	0
stati, zaustaviti se	_	ustaviti, stop	0	0	0	0	0	0	0	0	0	0
obustava	stopzetting	prekinitev	0	1	0	0	0	0	0	0	0	0
?ep, zapira?, zatvara?	_	zamašiti, zamašek	0	0	0	0	0	0	0	0	0	0
zaustavljanje	_	zaustavitev, ustavljanje	0	0	0	0	0	0	0	0	0	0
štoperica	_	štoparica	0	0	0	0	0	0	0	0	0	0
skladište, skladištenje	_	skladiš?enje, hramba, shranjevanje	0	0	0	0	0	0	0	0	0	0
?uvati	op te slaan	hraniti, trgovina	1	0	0	1	0	0	0	0	0	0
skladište	_	skladiš?e	0	0	0	0	0	0	0	0	0	0
skladištenje	_	shranjevanje	0	0	0	0	0	0	0	0	0	0
oluja, jurišati, bjesnjeti, divljati	storm, stormen	nevihta	0	1	1	0	0	0	0	0	0	0
jurišanje, bješnjenje	bestorming	grmenje, rjovenje	0	0	1	0	0	0	0	0	0	0
olujan	stormachtig	viharen	0	1	0	0	0	1	0	0	0	0
pri?a, kat	_	zgodba	0	0	0	0	0	0	0	0	0	0
pun, krupan	_	stout, obilen	0	0	0	0	0	0	0	0	0	0
štednjak	_	pe?	0	0	0	0	0	0	0	0	0	0
spremiti, pospremiti	_	pospraviti, spraviti	0	0	0	0	0	0	0	0	0	0
obuhvatiti	_	pre?kati, premostiti	0	0	0	0	0	0	0	0	0	0
ravan	_	naravnost	0	0	0	0	0	0	0	0	0	0
izravnati, poravnati	_	poravnati	0	0	0	0	0	0	0	0	0	0
iskren, pošten, izravan	duidelijk, simpel	preprost, neposreden	1	0	0	0	0	0	0	0	0	1
smjesta	_	takoj, nemudoma	0	0	0	0	0	0	0	0	0	0
usiljen	gespannen, overspannen, verrekken	prisiljen	0	1	1	0	0	0	0	0	0	0
tjesnac	_	ožina	0	0	0	0	0	0	0	0	0	0
škripac	zeeëngte	ožina	0	1	0	0	0	1	0	0	0	0
obala, plaža, žal, kabel	_	nasesti, vlakno	0	0	0	0	0	0	0	0	0	0
nasukan	gestrand	v težavah	0	1	0	0	0	0	0	0	0	0
stranac	vreemdeling	tujec	0	1	0	0	0	1	0	0	0	0
daviti	wurgen	zadaviti	0	1	1	0	1	1	0	1	1	0
remen	_	naramnica	0	0	0	0	0	0	0	0	0	0
flaster, zavoj	_	povoji, obveze	0	0	0	0	0	0	0	0	0	0
sloj	_	sloj	0	0	0	0	0	0	0	0	0	0
strateški	strategisch	strateški	1	0	0	0	0	0	0	0	0	0
strateg	strateeg	strateg	1	0	0	1	0	0	0	0	0	1
strategija	_	strategija	0	0	0	0	0	0	0	0	0	0
stratifikacija	_	stratifikacija	0	0	0	0	0	0	0	0	0	0
stratum, sloj	_	sloj	0	0	0	0	0	0	0	0	0	0
stratus	_	plast	0	0	0	0	0	0	0	0	0	0
slama	_	slama, slamica	0	0	0	0	0	0	0	0	0	0
zalutao	zwerfdier, zwerven, verdwalen, zwerver, rondzwerven	zaiti	0	1	0	0	0	0	0	0	0	0
pruga	_	?rta, žarek	0	0	0	0	0	0	0	0	0	0
prugast	_	progast	0	0	0	0	0	0	0	0	0	0
potok, te?i	_	potok, tok, te?i	0	0	0	0	0	0	0	0	0	0
traka, vrpca	_	zastavica, tokovnik	0	0	0	0	0	0	0	0	0	0
teku?i	_	pretakanje	0	0	0	0	0	0	0	0	0	0
ulica	_	ulica	0	0	0	0	0	0	0	0	0	0
snaga	kracht	mo?	1	0	0	0	0	0	0	0	0	1
oja?ati, okrijepiti	versterken	okrepiti	1	0	0	0	0	0	0	0	0	0
ja?anje	versterking, versterkend	krepitev	1	0	0	0	0	0	1	0	0	1
naporan	_	naporen	0	0	0	0	0	0	0	0	0	0
stres	stress, spanning	stres	0	1	0	0	0	0	0	0	0	0
rastezanje	_	elasti?nost, raztezanje, raztegati	0	0	0	0	0	0	0	0	0	0
nosila	brancard	nosila	0	0	0	0	0	1	0	1	0	0
pogo?en	getroffen	trpe?	0	0	0	0	0	0	0	1	0	0
kora?ati	_	korakati, korak	0	0	0	0	0	0	0	0	0	0
sva?a, sukob, razdor	strijd, strijden	spor	0	1	1	0	0	0	0	0	0	0
udariti, napasti	staking, staken, slaan, toeslaan, aanval	stavka	0	1	1	0	0	0	0	0	0	0
izvanredan	opvallend	neverjeten	1	0	0	0	0	0	0	0	0	0
